web-scraper-order,web-scraper-start-url,category,category-href,products-link,products-link-href,products-name,products-price,products-image-src,products-rating
1603863293-485,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,T-Shirt Too lazy to be lazy,https://www.jadroo.com/t-shirt-too-lazy-to-be-lazy,T-Shirt Too lazy to be lazy,250,https://www.jadroo.com/uploads/media/2020/09/9LYDX1KR1n/Too Lazy Too be True01-medium.jpg,0
1603860826-182,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Clean and soft 4 Layer Face Tissue,https://www.jadroo.com/facial-tissues-tissue-cologne-smell,Clean and soft 4 Layer Face Tissue,30,https://www.jadroo.com/uploads/media/2020/03/E95Qkk0DNy/JRJR-001.jpg,0
1603860625-115,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Mutlu Pasta- Fusilli 500 gm,https://www.jadroo.com/mutlu-pasta-fusilli-500-gm,Mutlu Pasta- Fusilli 500 gm,90,https://www.jadroo.com/uploads/media/2020/10/mpTjvzdLXi/11-medium.png,0
1603861485-325,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Jadroo Energy Saving Light -20W B-22,https://www.jadroo.com/jadroo-energy-saving-light-20w-b-22,Jadroo Energy Saving Light -20W B-22,140,https://www.jadroo.com/uploads/media/2020/09/3VmjJLAB7z/Website Template-01-medium.jpg,0
1603863421-494,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,VIP Plus Premium Sirajgonj Lungi (সেলাই করা),https://www.jadroo.com/vip-plus-premium-sirajgonj-lungi,VIP Plus Premium Sirajgonj Lungi (সেলাই করা),805,https://www.jadroo.com/uploads/media/2020/09/N9gFls2MRf/Untitled-medium.Jpg,0
1603860478-58,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Mobile Waterproof Bag,https://www.jadroo.com/mobile-waterproof-bag-4,Mobile Waterproof Bag,217,https://www.jadroo.com/uploads/media/2020/08/ubdoOLW0yV/A01-medium.jpg,0
1603863624-506,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-প্রাধান্য,https://www.jadroo.com/amanat-shah-lungi-11,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-প্রাধান্য,610,https://www.jadroo.com/uploads/media/2020/09/HUKYCD43rp/Untitled7-medium.jpg,0
1603860873-199,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Head and Shoulders Classic Clean Anti-Dandruff Shampoo，600 ml,https://www.jadroo.com/head-and-shoulders-classic-clean-anti-dandruff-shampoo-600-ml,Head and Shoulders Classic Clean Anti-Dandruff Shampoo，600 ml,714,https://www.jadroo.com/uploads/media/2020/02/BX6689rUKM/JRLAHFSXFS004.jpg,0
1603860513-69,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,White Cardamom (সাদা এলাচি) - 25gm,https://www.jadroo.com/white-cardamom-25gm,White Cardamom (সাদা এলাচি) - 25gm,40,https://www.jadroo.com/uploads/media/2020/10/CCLpugISXM/bc3b8588e2258776a5c6f2f692c75e3e-medium.jpg,0
1603864063-565,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Hair Drying Towel for Kids Girls,https://www.jadroo.com/hair-drying-towel-for-kids-girls,Hair Drying Towel for Kids Girls,275,https://www.jadroo.com/uploads/media/2020/10/Do7XglH5tC/201023175253-medium.png,0
1603861496-327,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Jadroo Energy Saving Light -40W B-22,https://www.jadroo.com/jadroo-energy-saving-light-40w-b-22,Jadroo Energy Saving Light -40W B-22,266,https://www.jadroo.com/uploads/media/2020/09/3VmjJLAB7z/Website Template-01-medium.jpg,0
1603863272-483,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,T-Shirt Life is impossible without friends,https://www.jadroo.com/t-shirt-life-is-impossible-without-friends-2,T-Shirt Life is impossible without friends,250,https://www.jadroo.com/uploads/media/2020/09/Fe4cYyadFx/Life01-medium.jpg,0
1603860821-180,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Sensodyne Daily Care Original Sensitive Toothpaste 75ml,https://www.jadroo.com/sensodyne-daily-care-original-sensitive-toothpaste-75ml,Sensodyne Daily Care Original Sensitive Toothpaste 75ml,418,https://www.jadroo.com/uploads/media/old/images/products/products-41e9Et2WngL.jpg,0
1603860748-159,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Running Belt Water Bottle Waist Bag,https://www.jadroo.com/outdoor-travel-sports-waist-pack-bagswith-adjustable-belt,Running Belt Water Bottle Waist Bag,288,https://www.jadroo.com/uploads/media/2020/02/JMu8QMWGx2/JRXY-BD005-PK.jpg,0
1603861054-264,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Veet Hair Removal Cream for Sensitive Skin 25gm Double Pack Discount,https://www.jadroo.com/veet-hair-removal-cream-for-sensitive-skin-25gm-double-pack-discount,Veet Hair Removal Cream for Sensitive Skin 25gm Double Pack Discount,150,https://www.jadroo.com/uploads/media/2020/09/OTzOVbiPwI/1 (15)-medium.jpg,0
1603860450-48,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Nokia 3.1 Smart Mobile Phone Blue,https://www.jadroo.com/nokia-31-smart-mobile-phone-blue,Nokia 3.1 Smart Mobile Phone Blue,17500,https://www.jadroo.com/uploads/media/2020/08/eKmBgJ0JPY/nokia 3.1 blue-medium.jpg,0
1603863072-472,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Hair Clip Colorful Pins,https://www.jadroo.com/hair-clip-colorful-pins-2,Hair Clip Colorful Pins,280,https://www.jadroo.com/uploads/media/2020/10/stjIxPHSRc/A01-medium.jpg,0
1603863673-512,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-উচ্চবিলাস,https://www.jadroo.com/amanat-shah-lungi-17,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-উচ্চবিলাস,670,https://www.jadroo.com/uploads/media/2020/09/XYCcrX18Og/Untitled5-medium.jpg,0
1603863749-520,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Hair Trimmer,https://www.jadroo.com/hair-trimmer-2,Hair Trimmer,1599,https://www.jadroo.com/uploads/media/2020/10/7BcyWXgkIe/61w0r5tGr4L._SL1500_-medium.jpg,0
1603861893-380,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Shelf Storage Rack Holder,https://www.jadroo.com/shelf-storage-rack-holder-2,Shelf Storage Rack Holder,250,https://www.jadroo.com/uploads/media/2020/09/r2NpD6jSxp/A01-medium.jpg,0
1603863326-487,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,T-Shirt দূরত্ব বজায় রাখুন,https://www.jadroo.com/t-shirt-3,T-Shirt দূরত্ব বজায় রাখুন,250,https://www.jadroo.com/uploads/media/2020/09/V77QJaShKO/9-medium.jpg,0
1603863308-486,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,T-Shirt পাল্টেছে সময় আমি নয়,https://www.jadroo.com/t-shirt-2,T-Shirt পাল্টেছে সময় আমি নয়,250,https://www.jadroo.com/uploads/media/2020/09/IIOmcy5OCS/পাল্টেছে সময় আমি নয়02-medium.jpg,0
1603863227-481,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Eternal Love Perfume (Women)- 100 ml,https://www.jadroo.com/eternal-love-perfume-women-100-ml,Eternal Love Perfume (Women)- 100 ml,1220,https://www.jadroo.com/uploads/media/2020/10/2x76qCtTtX/WOMEN-medium.jpg,0
1603860787-169,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,Fashionable Swimming  suit for women,https://www.jadroo.com/fashionable-swimming-suit-for-women,Fashionable Swimming  suit for women,1850,https://www.jadroo.com/uploads/media/2020/03/PH7QMqsqpz/C000901M-medium.jpg,0
1603860612-110,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,A.Chikeen Vermechilli 250 gm,https://www.jadroo.com/achikeen-vermechilli-250-gm,A.Chikeen Vermechilli 250 gm,95,https://www.jadroo.com/uploads/media/2020/10/4iesEnHI4c/77-medium.jpg,0
1603860549-84,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Nutmeg Leaf (জয়ত্রী) 100gm,https://www.jadroo.com/nutmeg-leaf-100gm,Nutmeg Leaf (জয়ত্রী) 100gm,280,https://www.jadroo.com/uploads/media/2020/10/RknROyRPMH/জয়ত্রী 03-medium.jpg,0
1603860778-166,https://www.jadroo.com/,Sports & Fitness,https://www.jadroo.com/sports-fitness,PGM Tournament Golf Ball Set,https://www.jadroo.com/golf-gift-box-for-tournament-golf-balls-3pcs-1-box,PGM Tournament Golf Ball Set,450,https://www.jadroo.com/uploads/media/2020/02/J1rftPaok5/JRLA-GEF08-medium.jpg,0
1603860438-43,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Neck Hanging Mobile Holder,https://www.jadroo.com/neck-hanging-mobile-holder-3,Neck Hanging Mobile Holder,290,https://www.jadroo.com/uploads/media/2020/08/fo64goFMYa/61usP5q7niL._AC_SL1001_-medium.jpg,0
1603863806-528,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Eternal Love Perfume (Men)- 100 ml,https://www.jadroo.com/eternal-love-perfume-men-100-ml,Eternal Love Perfume (Men)- 100 ml,1220,https://www.jadroo.com/uploads/media/2020/10/25VO1OuZhT/56-medium.jpg,0
1603860977-237,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Dettol Anti Bacterial Wet Wipes 6 Pack Discount Offer,https://www.jadroo.com/dettol-anti-bacterial-wet-wipes-6-pack-discount-offer,Dettol Anti Bacterial Wet Wipes 6 Pack Discount Offer,370,https://www.jadroo.com/uploads/media/2020/09/fmnJ4cN7Jm/1 (26)-medium.jpg,0
1603861289-304,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Sony Bravia KD-43X8000E 43 Inch HDR 4K Smart Android TV,https://www.jadroo.com/sony-bravia-kd-43x8000e-43-inch-hdr-4k-smart-android-tv-2,Sony Bravia KD-43X8000E 43 Inch HDR 4K Smart Android TV,79900,https://www.jadroo.com/uploads/media/2020/08/ogCO5RyczE/43.-medium.jpg,0
1603861903-382,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Cloth Drying Rack Hanger Hook,https://www.jadroo.com/cloth-drying-rack-hanger-hook-2,Cloth Drying Rack Hanger Hook,320,https://www.jadroo.com/uploads/media/2020/09/jGN7XGnEJI/A01-medium.jpg,0
1603860418-35,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Bear Wireless Bluetooth Silicone Airpod Case,https://www.jadroo.com/we-bare-bears-wireless-bluetooth-silicone-airpod-case,Bear Wireless Bluetooth Silicone Airpod Case,250,https://www.jadroo.com/uploads/media/2019/12/ELpL6rr4Oa/11357092649_2023203049-medium.jpg,0
1603863944-548,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Pampers Value Pack Medium 7-12 Kg (28 Diapers),https://www.jadroo.com/pampers-value-pack-medium-7-12-kg-28-diapers,Pampers Value Pack Medium 7-12 Kg (28 Diapers),469,https://www.jadroo.com/uploads/media/2020/09/CTMx5oLctC/03c884688b4ca913fe8c16c2bfae17e5-medium.jpg,0
1603861204-293,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Eye Protector Stress Relief Massager,https://www.jadroo.com/eye-protector-stress-relief-massager-2,Eye Protector Stress Relief Massager,3638,https://www.jadroo.com/uploads/media/2020/10/yKfygGIHhy/51YkUjqQ6iL._AC_SL1001_-medium.jpg,0
1603860528-75,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Cubeb (কাবাব চিনি) 100gm,https://www.jadroo.com/cubeb-100gm,Cubeb (কাবাব চিনি) 100gm,280,https://www.jadroo.com/uploads/media/2020/10/ays72Q9uTt/ezgif.com-gif-maker-medium.jpg,0
1603861400-318,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Small Ball String LED Fairy Light,https://www.jadroo.com/small-ball-string-led-fairy-light,Small Ball String LED Fairy Light,499,https://www.jadroo.com/uploads/media/2020/09/1ItTf53RKK/A01-medium.jpg,0
1603864173-581,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Floral Printed Baby Dress With Hat,https://www.jadroo.com/floral-printed-baby-dress-with-hat-7,Floral Printed Baby Dress With Hat,680,https://www.jadroo.com/uploads/media/2020/10/2Rpj7hcqcd/A01-medium.jpg,0
1603860369-26,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Bear & Rabbit Shape Mobile IPad Holder,https://www.jadroo.com/bear-rabbit-shape-mobile-ipad-holder-3,Bear & Rabbit Shape Mobile IPad Holder,267,https://www.jadroo.com/uploads/media/2020/02/6sa9Rvx36e/JRSZ-DS52-B-medium.jpg,0
1603861086-275,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Band Aid,https://www.jadroo.com/band-aid,Band Aid,220,https://www.jadroo.com/uploads/media/2020/09/Yy8far8ewO/A03-medium.jpg,0
1603861951-386,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Photo Paper Clips Natural Wooden Steel Springs,https://www.jadroo.com/photo-paper-clips-natural-wooden-steel-springs,Photo Paper Clips Natural Wooden Steel Springs,140,https://www.jadroo.com/uploads/media/2020/10/mZenZ6eCww/71jauUpOzHL._AC_SL1500_-medium.jpg,0
1603861302-305,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Samsung QA55Q60R 55 Inch 4K Ultra HD Smart QLED TV,https://www.jadroo.com/samsung-qa55q60r-55-inch-4k-ultra-hd-smart-qled-tv,Samsung QA55Q60R 55 Inch 4K Ultra HD Smart QLED TV,165900,https://www.jadroo.com/uploads/media/2020/08/Fqia1eOW7H/Website Template-01-medium.png,0
1603860353-23,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Remax Lighting Cable For iPhone,https://www.jadroo.com/remax-lighting-cable-for-iphone,Remax Lighting Cable For iPhone,355,https://www.jadroo.com/uploads/media/2020/02/JA8SVruGt4/JRREMAX-iPhone-medium.jpg,0
1603862388-422,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Flormar PORE MINIMIZER MAKEUP PRIMER 35ml,https://www.jadroo.com/flormar-pore-minimizer-makeup-primer-35ml,Flormar PORE MINIMIZER MAKEUP PRIMER 35ml,950,https://www.jadroo.com/uploads/media/2020/09/0ooo23eyAU/flormar_-_pore_minimizer_makeup_primer_35ml_1-medium.png,0
1603860657-128,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,La-Espanola Extra Virgin olive oil 2Ltr,https://www.jadroo.com/la-espanola-extra-virgin-olive-oil-2ltr-2,La-Espanola Extra Virgin olive oil 2Ltr,2000,https://www.jadroo.com/uploads/media/2020/10/Szimw0G1KW/Untitledbfgb-medium.png,0
1603864141-576,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Coin Bank Mini Villa Cartoon Design,https://www.jadroo.com/coin-bank-mini-villa-cartoon-design,Coin Bank Mini Villa Cartoon Design,195,https://www.jadroo.com/uploads/media/2020/09/TkkH7DO8qE/A01-medium.jpg,0
1603863874-538,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Royal Mirage Perfume Original- 120 ml,https://www.jadroo.com/royal-mirage-perfume-original-120-ml,Royal Mirage Perfume Original- 120 ml,790,https://www.jadroo.com/uploads/media/2020/10/4Tv7ENFM8s/dsefvdvf1234-medium.jpg,0
1603863363-490,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,T-Shirt Papa is my Favorite,https://www.jadroo.com/t-shirt-papa-is-my-favorite,T-Shirt Papa is my Favorite,250,https://www.jadroo.com/uploads/media/2020/09/Oh7aPxsY3R/6-medium.jpg,0
1603863909-543,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Pampers value pack Extra large XL 12-17Kg (21 Diapers),https://www.jadroo.com/pampers-value-pack-extra-large-xl-12-17kg-21-diapers,Pampers value pack Extra large XL 12-17Kg (21 Diapers),488,https://www.jadroo.com/uploads/media/2020/09/n1BNto60gR/81clhpTtVoL._SL1500_-medium.jpg,0
1603863760-521,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Bigen Man's Speedy color 40gm-102 (Brown Black),https://www.jadroo.com/bigen-mans-speedy-color-40gm-102-brown-black,Bigen Man's Speedy color 40gm-102 (Brown Black),510,https://www.jadroo.com/uploads/media/2020/10/akkyegX8Dr/8024-medium.jpg,0
1603860545-82,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Nutmeg (জয়ফল) 25gm,https://www.jadroo.com/nutmeg-25gm,Nutmeg (জয়ফল) 25gm,20,https://www.jadroo.com/uploads/media/2020/10/VTTogAIwED/জয়ফল 03-medium.jpg,0
1603860645-123,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Royal Umbrella Japanese Rice (Shushi Rice) 2Kg,https://www.jadroo.com/royal-umbrella-japanese-rice-shushi-rice-2kg,Royal Umbrella Japanese Rice (Shushi Rice) 2Kg,600,https://www.jadroo.com/uploads/media/2020/10/TPWbL7zDTy/Royal umbrella japanese sushi rice 2KG400-medium.jpg,0
1603861068-269,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Mini Hair Massage Comb,https://www.jadroo.com/mini-hair-massage-comb,Mini Hair Massage Comb,190,https://www.jadroo.com/uploads/media/2020/09/mFdaiLyMxw/A01-medium.jpg,0
1603860598-104,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Diamond Potato ডায়মন্ড  আলু 1KG,https://www.jadroo.com/diamond-potato-1kg,Diamond Potato ডায়মন্ড  আলু 1KG,48,https://www.jadroo.com/uploads/media/2020/10/ukLuZJtDKd/potato-regular-net-weight-50-gm-1-kg-medium.jpg,0
1603862612-435,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,FLORMAR EYES DIPLINER WATERPROOF MATTE,https://www.jadroo.com/flormar-eyes-dipliner-waterproof-matte,FLORMAR EYES DIPLINER WATERPROOF MATTE,700,https://www.jadroo.com/uploads/media/2020/09/kSJ9pTLcWl/flora dipliner waterproof matt-medium.jpg,0
1603860346-21,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,Apple iPhone XS,https://www.jadroo.com/apple-iphone-xs,Apple iPhone XS,134000,https://www.jadroo.com/uploads/media/2020/02/bXRorQZbqh/iPhonexs-G512G.jpg,0
1603860595-103,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Potato Regular (আলু) 1KG,https://www.jadroo.com/potato-regular-1kg,Potato Regular (আলু) 1KG,47,https://www.jadroo.com/uploads/media/2020/10/ukLuZJtDKd/potato-regular-net-weight-50-gm-1-kg-medium.jpg,0
1603861039-259,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Dettol Handwash Reenergize Bottle 200ml,https://www.jadroo.com/dettol-handwash-reenergize-bottle-200ml,Dettol Handwash Reenergize Bottle 200ml,90,https://www.jadroo.com/uploads/media/2020/08/gG2EYfX5xa/1 (20)-medium.jpg,0
1603864131-574,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Tunnel Tent  For Kids,https://www.jadroo.com/tunnel-tent-for-kids,Tunnel Tent  For Kids,1065,https://www.jadroo.com/uploads/media/2020/10/XpfP8gfCEp/O1CN01CPhRnb1c8EbS7wcAT_!!1657473555-0-lubanu-s-medium.jpg,0
1603861212-295,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Bigen Hair Color & Conditioner-881 (Natural Black),https://www.jadroo.com/bigen-hair-color-conditioner-881-natural-black,Bigen Hair Color & Conditioner-881 (Natural Black),498,https://www.jadroo.com/uploads/media/2020/10/BB397CAiwn/61DOOOzOgUL._SL1100_-medium.jpg,0
1603861617-344,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Jadroo Microwave Sensor LED Light - 9 Watt  E-27,https://www.jadroo.com/jadroo-microwave-sensor-led-light-9-watt-e-27,Jadroo Microwave Sensor LED Light - 9 Watt  E-27,800,https://www.jadroo.com/uploads/media/2020/10/Jo1yypMR9L/E-27-01-01-medium.png,0
1603860818-179,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Cute 7 Day's weekly Pill Box,https://www.jadroo.com/cute-7-day-s-weekly-pill-box-medicine-box,Cute 7 Day's weekly Pill Box,180,https://www.jadroo.com/uploads/media/2020/02/KG7RdgoGjR/JRQYFY8819-G.jpg,0
1603860955-228,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Mini Portable Pull Cleaning Hand Soap,https://www.jadroo.com/mini-portable-pull-cleaning-hand-soap,Mini Portable Pull Cleaning Hand Soap,250,https://www.jadroo.com/uploads/media/2020/07/5mrlmNLWEf/TB2fwHVdzZnyKJjSZPcXXXqHVXa_!!1612010004-medium.jpg,0
1603863241-482,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,Eternal Love Xlouis Perfume (Women)- 100 ml,https://www.jadroo.com/eternal-love-xlouis-perfume-women-100-ml,Eternal Love Xlouis Perfume (Women)- 100 ml,1220,https://www.jadroo.com/uploads/media/2020/10/XX14QISJLf/108257_main_480Wx480H1-medium.jpg,0
1603860901-209,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Seasoning Medicine Pill Box,https://www.jadroo.com/seasoning-medicine-pill-box,Seasoning Medicine Pill Box,120,https://www.jadroo.com/uploads/media/2020/03/k5WJ77f8kX/JRBF-2793-GN-medium.jpg,0
1603861641-347,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Midea MSM-18HRI 1.5 Ton Inverter Split Type Air Conditioner,https://www.jadroo.com/midea-msm-18hri-15-ton-inverter-split-type-air-conditioner,Midea MSM-18HRI 1.5 Ton Inverter Split Type Air Conditioner,50400,https://www.jadroo.com/uploads/media/2020/10/11zGNnYDHL/MSA-30.1-01-medium.png,0
1603860614-111,https://www.jadroo.com/,Supermarket,https://www.jadroo.com/supermarket/,Hibiscus Mushroom (Whole) 425 gm,https://www.jadroo.com/hibiscus-mushroom-whole-425-gm,Hibiscus Mushroom (Whole) 425 gm,130,https://www.jadroo.com/uploads/media/2020/10/ictWajwhPt/hibiscus-mushrooms-choice-whole-can-425-gm-medium.jpg,0
1603861317-307,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,JadRoo Pedestal Fan 16'' inch FS40(Black),https://www.jadroo.com/jadroo-pedestal-fan-16-inch-fs40black,JadRoo Pedestal Fan 16'' inch FS40(Black),3045,https://www.jadroo.com/uploads/media/2020/08/2dWA9PRw70/Untitled-3-01-medium.png,0
1603862619-436,https://www.jadroo.com/,Women Fashion,https://www.jadroo.com/women-fashion,FLORMAR EYES DIPLINER WATERPROOF VINYL,https://www.jadroo.com/flormar-eyes-dipliner-waterproof-vinyl,FLORMAR EYES DIPLINER WATERPROOF VINYL,660,https://www.jadroo.com/uploads/media/2020/09/Gv2ogjciQ2/flora dipliner waterproof viny-medium.jpg,0
1603860999-244,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Veet Sensitive Touch Electric Trimmer (1 Gadget + 7 Accessories),https://www.jadroo.com/veet-sensitive-touch-electric-trimmer-1-gadget-7-accessories,Veet Sensitive Touch Electric Trimmer (1 Gadget + 7 Accessories),1450,https://www.jadroo.com/uploads/media/2020/08/XsCinPzNLN/veet_sensitive_touch_electric_trimmer_for_women_shaver_shop_bangladesh_the_largest_shaver_trimmer_market_place_in_bangladesh_best_price_in_bd_shaver_trimmer_hair_clipper_nose_trimmer_hair_removal_body_groo-medium.jpg,0
1603860464-53,https://www.jadroo.com/,Mobile & Computer,https://www.jadroo.com/mobile-computer/,iPhone 8 Mobile Phone,https://www.jadroo.com/iphone-8-mobile-phone-2,iPhone 8 Mobile Phone,99999,https://www.jadroo.com/uploads/media/2020/08/VcXRJTJTrx/I PHONE 8 Space Gray-medium.jpg,0
1603863663-511,https://www.jadroo.com/,Men Fashion,https://www.jadroo.com/men-fashion,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-মুল্যায়ন,https://www.jadroo.com/amanat-shah-lungi-16,Amanat Shah Lungi (আমানত শাহ লুঙ্গি)-মুল্যায়ন,650,https://www.jadroo.com/uploads/media/2020/09/GoGwBptc84/Untitled4-medium.jpg,0
1603862361-420,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-36,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/1Vtgx1Xl61/17985746133-medium.jpg,0
1603861760-360,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,JadRoo Pedestal Fan 16'' inch FS40(White),https://www.jadroo.com/jadroo-pedestal-fan-16-inch-fs40white,JadRoo Pedestal Fan 16'' inch FS40(White),3675,https://www.jadroo.com/uploads/media/2020/10/9IAtAh3V6n/Website Template-01-medium.jpg,0
1603861026-254,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Dettol Soap Skincare Bathing Bar Soap 75gm monthly pack,https://www.jadroo.com/dettol-soap-skincare-bathing-bar-soap-75gm-monthly-pack,Dettol Soap Skincare Bathing Bar Soap 75gm monthly pack,140,https://www.jadroo.com/uploads/media/2020/08/N9i7g6YUXN/1 (9)-medium.jpg,0
1603863984-554,https://www.jadroo.com/,Kids & Mom,https://www.jadroo.com/kids-mom,Huggies Wonder Pants Medium 7-12 kg (38 pants),https://www.jadroo.com/huggies-wonder-pants-medium-7-12-kg-38-pants,Huggies Wonder Pants Medium 7-12 kg (38 pants),845,https://www.jadroo.com/uploads/media/2020/09/Mal1vplqVp/adwf002-38-huggies-wonder-pants-m-38-piece-7-to-12-kg-original-imaemdhegmtxxhh2-medium.jpeg,0
1603860828-183,https://www.jadroo.com/,Health Care,https://www.jadroo.com/health-care,Head & Shoulders Dandruff Shampoo Classic Clean,https://www.jadroo.com/head-shoulders-dandruff-shampoo-classic-clean,Head & Shoulders Dandruff Shampoo Classic Clean,750,https://www.jadroo.com/uploads/media/2020/02/AM6KeJiGFp/JR-HSCC-001.jpg,0
1603862054-395,https://www.jadroo.com/,Home Decor,https://www.jadroo.com/home-decor,Sofa Cover,https://www.jadroo.com/sofa-cover-9,Sofa Cover,1500,https://www.jadroo.com/uploads/media/2020/10/ySHNqKAFTq/13965765843_123860573-medium.jpg,0
1603861047-262,https://www.jadroo.com/,Personal Care,https://www.jadroo.com/personal-care/,Veet Hair Removal Cream for Dry Skin 25gm Double Pack Discount,https://www.jadroo.com/veet-hair-removal-cream-for-dry-skin-25gm-double-pack-discount,Veet Hair Removal Cream for Dry Skin 25gm Double Pack Discount,150,https://www.jadroo.com/uploads/media/2020/09/r86W7dWh4k/1 (13)-medium.jpg,0
1603861328-308,https://www.jadroo.com/,Home Appliances,https://www.jadroo.com/home-appliances,Sony Bravia 55 Inch 4K Smart TV -(KD-55X8500E),https://www.jadroo.com/sony-bravia-55-inch-4k-smart-tv-kd-55x8500e,Sony Bravia 55 Inch 4K Smart TV -(KD-55X8500E),129900,https://www.jadroo.com/uploads/media/2020/08/yqw5omIqE7/Untitled-1-medium.png,0
